Yes/No,Site,Site Code,City,Country/Region,State/Province,ZIP/Postal Code,3 Digit Zip
,NMS - JSD - FOOD - 333010,0053906001,JUNEAU,USA,AK,99801,998
,NMS - SEC MARATHON - FOOD,0097571016,ANCHORAGE,USA,AK,99515,995
,NMS 177 3005 NWABSD FDS,0053867005,KOTZEBUE,USA,AK,99752,997
,NMS 177 3006 NWABSD JNT,0053867006,ANCHORAGE,USA,AK,99508,995
,NMS AKAIR HFM 177 3018,0053860141,ANCHORAGE,USA,AK,99518,995
,NMS ANCHORAGE MUSEUM - FOOD,0053860143,ANCHORAGE,USA,AK,99502,995
,NMS BP LIBERTY,0053860133,ANCHORAGE,USA,AK,99518,995
,NMS CAMPS - ALPINE BARISTA,0057473001,ANCHORAGE,USA,AK,99515,995
,NMS CAMPS - CONSTATINE CAMP,0036069001,ANCHORAGE,USA,AK,99515,995
,NMS CAMPS - DAHL CREEK - TEMP,0053946001,ANCHORAGE,USA,AK,99515,995
,NMS CAMPS - HILCORP NORDIC 4,0036069002,ANCHORAGE,USA,AK,99515,995
,NMS CAMPS - HILCORP YUKON RIG,0053933001,ANCHORAGE,USA,AK,99515,995
,NMS CAMPS BP BOC HSKP,0053876001,ANCHORAGE,USA,AK,99515,995
,NMS CMS HILCORP - ENI NOC CAMP,0098571006,ANCHORAGE,USA,AK,99515,995
,NMS CMS HILCORP - ENI ODS CAMP,0098571004,ANCHORAGE,USA,AK,99515,995
,NMS CMS HILCORP - ENI OTP CAMP,0098571005,ANCHORAGE,USA,AK,99515,995
,NMS CMS HILCORP - ENI SID CAMP,0098571003,ANCHORAGE,USA,AK,99515,995
,NMS CMS HILCORP - WOLVERINE,0098571008,ANCHORAGE,USA,AK,99515,995
,NMS CMS HILCORP I-RIG CHUGACH,0098571002,ANCHORAGE,USA,AK,99515,995
,NMS CS Alyeska Anchorage 21713,0053872003,ANCHORAGE,USA,AK,99508,995
,NMS CS Alyeska Fairbanks 21708,0053871003,ANCHORAGE,USA,AK,99508,995
,NMS CS Alyeska Line Mgrs 21716,0053860115,ANCHORAGE,USA,AK,99518,995
,NMS CS Alyeska Pump 1 217010,0053868003,ANCHORAGE,USA,AK,99508,995
,NMS CS Alyeska Pump 3 217030,0053868005,ANCHORAGE,USA,AK,99508,995
,NMS CS Alyeska Pump 4 217040,0053868007,ANCHORAGE,USA,AK,99508,995
,NMS CS Alyeska Pump 5 217050,0053868008,ANCHORAGE,USA,AK,99508,995
,NMS CS Alyeska Pump 6 217060,0053870001,ANCHORAGE,USA,AK,99508,995
,NMS CS Alyeska Pump 7 217070,0053871002,ANCHORAGE,USA,AK,99508,995
,NMS CS Alyeska Pump 9 217090,0053872001,ANCHORAGE,USA,AK,99508,995
,NMS CS Alyeska Support 217150,0053860114,ANCHORAGE,USA,AK,99519,995
,NMS CS Alyeska Valdez 217140,0053860108,ANCHORAGE,USA,AK,99508,995
,NMS CS Alyeska Valdez Cafe 217,0053860138,ANCHORAGE,USA,AK,99508,995
,NMS CS Anadarko Chandler 177 2,0053905001,ANCHORAGE,USA,AK,99518,995
,NMS CS ANCHORAGE HEADQUARTERS,0053910005,ANCHORAGE,USA,AK,99515,995
,NMS CS BP BOC COM,0053910007,ANCHORAGE,USA,AK,99515,995
,NMS CS BP BOC FS,0053861003,ANCHORAGE,USA,AK,99507,995
,NMS CS BP BOC HSKP,0053860110,ANCHORAGE,USA,AK,99518,995
,NMS CS BP MCC COM,0053867001,ANCHORAGE,USA,AK,99508,995
,NMS CS BP MCC Foodervice,0053867002,ANCHORAGE,USA,AK,99508,995
,NMS CS BP MCC HSKP,0053860123,ANCHORAGE,USA,AK,99518,995
,NMS CS BP PBOC Com,0053867003,ANCHORAGE,USA,AK,99508,995
,NMS CS BP PBOC FS,0053867004,ANCHORAGE,USA,AK,99508,995
,NMS CS BP PBOC HSKP,0053860122,ANCHORAGE,USA,AK,99518,995
,NMS CS BP TMC COM,0053861006,ANCHORAGE,USA,AK,99508,995
,NMS CS BP TMC FS,0053860132,ANCHORAGE,USA,AK,99518,995
,NMS CS BP TMC HSKP,0053860125,ANCHORAGE,USA,AK,99504,995
,NMS CS CP ALPINE COMM,0053915001,ANCHORAGE,USA,AK,99515,995
,NMS CS CP ALPINE FOODSERVICE,0053909001,ANCHORAGE,USA,AK,99515,995
,NMS CS CP ALPINE HOUSEKEEPING,0053909002,ANCHORAGE,USA,AK,99515,995
,NMS CS HILCORP ENDICOTT COMM,0053914001,ANCHORAGE,USA,AK,99515,995
,NMS CS Hilcorp Endicott FS,0053867007,ANCHORAGE,USA,AK,99508,995
,NMS CS Hilcorp Endicott Housek,0053901001,ANCHORAGE,USA,AK,99508,995
,NMS CS HILCORP MILNE POINT COM,0053910006,ANCHORAGE,USA,AK,99515,995
,NMS CS Hilcorp Milne Point FS,0053871001,ANCHORAGE,USA,AK,99508,995
,NMS CS HILCORP MILNE POINT HSK,0053910004,ANCHORAGE,USA,AK,99515,995
,NMS CS HILCORP MILNE PT COMM,0053913001,ANCHORAGE,USA,AK,99515,995
,NMS CS Nixon Fork -177 2009,0053860111,ANCHORAGE,USA,AK,99519,995
,NMS CS Novagold Bornite  177 2,0053861007,ANCHORAGE,USA,AK,99508,995
,NMS CS Red Dog  CC FS,0053868006,ANCHORAGE,USA,AK,99508,995
,NMS CS RED DOG  CC HSKP,0053910003,ANCHORAGE,USA,AK,99515,995
,NMS CS Red Dog  Com,0053868002,ANCHORAGE,USA,AK,99508,995
,NMS CS Red Dog PAC FS,0053868001,ANCHORAGE,USA,AK,99508,995
,NMS CS RED DOG PAC HSKP,0053910001,ANCHORAGE,USA,AK,99515,995
,NMS CS Red Dog Port FS,0053868004,ANCHORAGE,USA,AK,99508,995
,NMS CS RED DOG PORT HSKP,0053910002,ANCHORAGE,USA,AK,99515,995
,NMS CS SVT BADAMI 177 2014 000,0053860103,ANCHORAGE,USA,AK,99508,995
,NMS FAIRBANK AIRPORT SERVICES,0053874001,ANCHORAGE,USA,AK,99508,995
,NMS FFM - AK AIR ANC WHEELCHR,0036253001,ANCHORAGE,USA,AK,99515,995
,NMS FFM - APU-FOOD,0053929001,ANCHORAGE,USA,AK,99508,995
,NMS FFM - BBAHC - ES,0053932001,DILLINGHAM,USA,AK,99576,995
,NMS FFM - CITC - FAC,0053931001,ANCHORAGE,USA,AK,99508,995
,NMS FFM - MANIILAQ-ES EE HSNG,0031336001,ANCHORAGE,USA,AK,99515,995
,NMS FFM - PROV HC RE - ES,0053935001,ANCHORAGE,USA,AK,99515,995
,NMS FFM - YKHC BETHEL LODGE,0058841001,ANCHORAGE,USA,AK,99515,995
,NMS FFM COVENANT HOUSE - ES,0053934001,ANCHORAGE,USA,AK,99501,995
,NMS FFM EDU - MEHS FOOD,0098571007,ANCHORAGE,USA,AK,99515,995
,NMS FFM-EDUC - FAM-FOOD,0053926001,ANCHORAGE,USA,AK,99515,995
,NMS FFM-ES  -  PROV CRISIS RC,0053927001,ANCHORAGE,USA,AK,99508,995
,NMS FFM-ES/HSKP/JNT - FAM-ES,0053928001,ANCHORAGE,USA,AK,99515,995
,NMS HILCORP EOA WWTP,0053923001,ANCHORAGE,USA,AK,99515,995
,NMS HILCORP EOA WWTP DRIVERS,0053924001,ANCHORAGE,USA,AK,99515,995
,NMS HILCORP LLC BOC CAMP MAINT,0053918001,ANCHORAGE,USA,AK,99515,995
,NMS HILCORP LLC MCC CAMP MAINT,0053919001,ANCHORAGE,USA,AK,99515,995
,NMS HILCORP LLC PBOC CAMP MAIN,0053917001,ANCHORAGE,USA,AK,99515,995
,NMS HILCORP LOGISTICS,0053920001,ANCHORAGE,USA,AK,99515,995
,NMS HILCORP OBMT,0053922001,ANCHORAGE,USA,AK,99515,995
,NMS HILCORP WOA WWTP,0053925001,ANCHORAGE,USA,AK,99515,995
,NMS JANITORIAL - DIMOND,0072816001,ANCHORAGE,USA,AK,99515,995
,NMS PBU ADMIN CALO,0072844033,ANCHORAGE,USA,AK,99515,995
,NMS PBU ADMIN LABOR,0072844051,ANCHORAGE,USA,AK,99515,995
,NMS PBU ADMIN OOS,0072844032,ANCHORAGE,USA,AK,99515,995
,NMS PBU AST LABOR,0072844018,ANCHORAGE,USA,AK,99515,995
,NMS PBU AST OOS,0072844019,ANCHORAGE,USA,AK,99515,995
,NMS PBU BOC FDS CALO,0072844030,ANCHORAGE,USA,AK,99515,995
,NMS PBU BOC FDS GOODS,0072844001,ANCHORAGE,USA,AK,99515,995
,NMS PBU BOC FDS LABOR,0072844020,ANCHORAGE,USA,AK,99515,995
,NMS PBU BOC FDS OOS,0072844029,ANCHORAGE,USA,AK,99515,995
,NMS PBU BOC HSK CALO,0072844031,ANCHORAGE,USA,AK,99515,995
,NMS PBU BOC HSK GOODS,0072844002,ANCHORAGE,USA,AK,99515,995
,NMS PBU BOC HSK LABOR,0072844021,ANCHORAGE,USA,AK,99515,995
,NMS PBU BOC MAINT LABOR,0072844010,ANCHORAGE,USA,AK,99515,995
,NMS PBU BOC MAINT OOS,0072844039,ANCHORAGE,USA,AK,99515,995
,NMS PBU LOGISTICS LABOR,0072844011,ANCHORAGE,USA,AK,99515,995
,NMS PBU LOGISTICS OOS,0072844034,ANCHORAGE,USA,AK,99515,995
,NMS PBU MCC FDS CALO,0072844036,ANCHORAGE,USA,AK,99515,995
,NMS PBU MCC FDS GOODS,0072844003,ANCHORAGE,USA,AK,99515,995
,NMS PBU MCC FDS LABOR,0072844022,ANCHORAGE,USA,AK,99515,995
,NMS PBU MCC FDS OOS,0072844035,ANCHORAGE,USA,AK,99515,995
,NMS PBU MCC HSK CALO,0072844038,ANCHORAGE,USA,AK,99515,995
,NMS PBU MCC HSK GOODS,0072844004,ANCHORAGE,USA,AK,99515,995
,NMS PBU MCC HSK LABOR,0072844023,ANCHORAGE,USA,AK,99515,995
,NMS PBU MCC HSK OOS,0072844037,ANCHORAGE,USA,AK,99515,995
,NMS PBU MCC MAINT LABOR,0072844012,ANCHORAGE,USA,AK,99515,995
,NMS PBU MCC MAINT OOS,0072844040,ANCHORAGE,USA,AK,99515,995
,NMS PBU OBMT LABOR,0072844017,ANCHORAGE,USA,AK,99515,995
,NMS PBU OBMT OOS,0072844044,ANCHORAGE,USA,AK,99515,995
,NMS PBU PBOC FDS CALO,0072844045,ANCHORAGE,USA,AK,99515,995
,NMS PBU PBOC FDS GOODS,0072844005,ANCHORAGE,USA,AK,99515,995
,NMS PBU PBOC FDS LABOR,0072844024,ANCHORAGE,USA,AK,99515,995
,NMS PBU PBOC HSK CALO,0072844047,ANCHORAGE,USA,AK,99515,995
,NMS PBU PBOC HSK GOODS,0072844006,ANCHORAGE,USA,AK,99515,995
,NMS PBU PBOC HSK LABOR,0072844025,ANCHORAGE,USA,AK,99515,995
,NMS PBU PBOC HSK OOS,0072844046,ANCHORAGE,USA,AK,99515,995
,NMS PBU PBOC MAINT LABOR,0072844013,ANCHORAGE,USA,AK,99515,995
,NMS PBU PBOC MAINT OOS,0072844041,ANCHORAGE,USA,AK,99515,995
,NMS PBU SECURITY LABOR,0072844015,ANCHORAGE,USA,AK,99515,995
,NMS PBU SECURITY NONBILL,0072844016,ANCHORAGE,USA,AK,99515,995
,NMS PBU SECURITY OOS,0072844048,ANCHORAGE,USA,AK,99515,995
,NMS PBU STP FDS LABOR,0072844026,ANCHORAGE,USA,AK,99515,995
,NMS PBU TEMP CAMP FDS,0072844050,ANCHORAGE,USA,AK,99515,995
,NMS PBU TMC FDS GOODS,0072844007,ANCHORAGE,USA,AK,99515,995
,NMS PBU TMC FDS LABOR,0072844027,ANCHORAGE,USA,AK,99515,995
,NMS PBU TMC FDS OOS,0072844049,ANCHORAGE,USA,AK,99515,995
,NMS PBU TMC HSK LABOR,0072844028,ANCHORAGE,USA,AK,99515,995
,NMS PBU TMC MAINT LABOR,0072844014,ANCHORAGE,USA,AK,99515,995
,NMS PBU WWWE MAINT LABOR,0072844008,ANCHORAGE,USA,AK,99515,995
,NMS PBU WWWE MAINT OOS,0072844042,ANCHORAGE,USA,AK,99515,995
,NMS PBU WWWW MAINT LABOR,0072844009,ANCHORAGE,USA,AK,99515,995
,NMS PBU WWWW MAINT OOS,0072844043,ANCHORAGE,USA,AK,99515,995
,NMS SECURITY,0053860135,ANCHORAGE,USA,AK,99518,995
,NMS UMED LLCV,0053860134,ANCHORAGE,USA,AK,99518,995
,NMS-AK PSYCHIATRIC INSTITUTE,0053860142,ANCHORAGE,USA,AK,99508,995
,NMS-ALASKA ADMIN,0070302408,ANCHORAGE,USA,AK,99508,995
,NMS-ALASKA ADMIN,0070304809,ANCHORAGE,USA,AK,99508,995
,NMS-CONTRACT SERVICES,0053896001,ANCHORAGE,USA,AK,99508,995
,NMS-CS-BADAMI-FOOD,0053887001,ANCHORAGE,USA,AK,99508,995
,NMS-PARKER DRILLING,0053879001,ANCHORAGE,USA,AK,99508,995
,NMS-PIONEER HOME-KETCHIKAN,0053893005,KETCHIKAN,USA,AK,99901,999
,NMS-PURCELL SECURITIES,0053885001,ANCHORAGE,USA,AK,99508,995
,NMS-SAFETY,0053897001,ANCHORAGE,USA,AK,99508,995
,NMS-SITKA SCHOOL DIST JANITORI,0053903001,ANCHORAGE,USA,AK,99508,995
,NOC BILLABLE,0072772001,ANCHORAGE,USA,AK,99515,995
,NOC NON-BILL,0072772002,ANCHORAGE,USA,AK,99515,995
,NOME FS 177 3021,0053896002,ANCHORAGE,USA,AK,99508,995
,NOME SD HFM 177 3025 HFM,0053878001,ANCHORAGE,USA,AK,99508,995
,NOME SD JNT 177 3025 JNT,0053871004,ANCHORAGE,USA,AK,99508,995
,NOVAGOLD AMBLER 177 2010,0053865007,ANCHORAGE,USA,AK,99508,995
,NULLAGVIK REST 1773004,0053865002,ANCHORAGE,USA,AK,99508,995
,NWABSD MAGNET SCHOOL DORM,0072872001,ANCHORAGE,USA,AK,99515,995
,OHU - 831,0072782001,ANCHORAGE,USA,AK,99515,995
,OHU NON-BILLABLE,0072782002,ANCHORAGE,USA,AK,99515,995
,ONGOING LEASE SUPPORT,0072841001,ANCHORAGE,USA,AK,99515,995
,OOOGURUK DRILL SITE,0064444028,ANCHORAGE,USA,AK,99515,995
,OOOGURUK TIE-IN PAD,0064444027,ANCHORAGE,USA,AK,99515,995
,OPERATIONS,0070305687,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - ENGHOLM,0070305677,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - HAHN,0070305681,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - HALL,0070305682,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - JONES,0070305680,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - KEAN,0070305671,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - MARVIN,0070305673,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - OLIVERI,0070305676,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - PARRENT,0070305674,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - RIVARD,0070305683,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - SANDERSON,0070305678,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - SLATER,0070305679,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - STOREY,0070305672,ANCHORAGE,USA,AK,99515,995
,OPERATIONS - YOUNGBLOOD,0070305675,ANCHORAGE,USA,AK,99515,995
,OSA COFFEE STATIONS,0072841002,ANCHORAGE,USA,AK,99515,995
,OSA NS BEAR PROTECTION,0072883004,ANCHORAGE,USA,AK,99515,995
,OSA PIKKA 2 OT OOS,0072883003,ANCHORAGE,USA,AK,99515,995
,OSA PIKKA 2 OT OPS,0072883002,ANCHORAGE,USA,AK,99515,995
,OSA PIKKA 2 REG OPS,0072883001,ANCHORAGE,USA,AK,99515,995
,PEAK BASE CAMP BILLABLE,0072766001,ANCHORAGE,USA,AK,99515,995
,PEAK BASE CAMP NON-BILL,0072766002,ANCHORAGE,USA,AK,99515,995
,PGI-CONOCO 177 2018,0053860112,ANCHORAGE,USA,AK,99518,995
,PIONEER FBX HK LABOR,0072820006,FAIRBANKS,USA,AK,99701,997
,PIONEER HOME ANC HK LABOR,0072820002,ANCHORAGE,USA,AK,99501,995
,PIONEER HOME ANC MANDAYS,0072820001,ANCHORAGE,USA,AK,99501,995
,PIONEER HOME FBX MANDAYS,0072820005,FAIRBANKS,USA,AK,99701,997
,PIONEER HOME JUN FS MANDA,0072820012,JUNEAU,USA,AK,99801,998
,PIONEER HOME JUN HK LABOR,0072820013,JUNEAU,USA,AK,99801,998
,PIONEER HOME KTK MANDAYS,0072820009,KETCHIKAN,USA,AK,99901,999
,PIONEER HOME PLM HSK LABO,0072820004,PALMER,USA,AK,99645,996
,PIONEER HOME PLM MANDAYS,0072820003,PALMER,USA,AK,99645,996
,PIONEER HOME STK MANDAYS,0072820007,SITKA,USA,AK,99835,998
,PIONEER HOME-ANC - HSKP/LNDRY,0053893007,ANCHORAGE,USA,AK,99501,995
,PIONEER HOME-ANCHORAGE,0053893001,ANCHORAGE,USA,AK,99508,995
,PIONEER HOME-FAI - HSKP/LNDRY,0053893009,FAIRBANKS,USA,AK,99701,997
,PIONEER HOME-FAIRBANKS,0053893004,ANCHORAGE,USA,AK,99508,995
,PIONEER HOME-JUNEAU,0053893003,ANCHORAGE,USA,AK,99508,995
,PIONEER HOME-KTN - HSKP/LNDRY,0053893010,KETCHIKAN,USA,AK,99901,999
,PIONEER HOME-PAL,0053893011,PALMER,USA,AK,99645,996
,PIONEER HOME-PALMER,0053893006,ANCHORAGE,USA,AK,99508,995
,PIONEER HOME-SIT -- HSKP/LNDRY,0053893008,SITKA,USA,AK,99835,998
,PIONEER HOME-SITKA,0053893002,ANCHORAGE,USA,AK,99508,995
,PIONEER KTK HSK LABOR,0072820010,KETCHIKAN,USA,AK,99901,999
,PIONEER SITKA HSK LABOR,0072820008,SITKA,USA,AK,99835,998
,PLATFORM - BILLABLE,0072763001,ANCHORAGE,USA,AK,99515,995
,PLATFORM - NON-BILL,0072763002,ANCHORAGE,USA,AK,99515,995
,PNR JUNEAU JNT 177 1350 0356,0053865001,ANCHORAGE,USA,AK,99508,995
,PORT OF ALASKA,0072792001,ANCHORAGE,USA,AK,99501,995
,PURCELL AGRIUM CONTRACT,0072834002,KENAI,USA,AK,99611,996
,PURCELL AGRIUM COST REIMB,0072834001,KENAI,USA,AK,99611,996
,PURCELL AK RR ANC CONTRAC,0072829001,ANCHORAGE,USA,AK,99501,995
,PURCELL AK RR FBX CONTRAC,0072829002,ANCHORAGE,USA,AK,99501,995
,PURCELL ALPINE LABOR REIM,0072828001,ANCHORAGE,USA,AK,99515,995
,PURCELL ANCH MUSEUM CONTR,0072833001,ANCHORAGE,USA,AK,99501,995
,PURCELL AT&T CONTRACT,0072830002,ANCHORAGE,USA,AK,99501,995
,PURCELL AT&T OUTOFSCOP,0072830001,ANCHORAGE,USA,AK,99501,995
,PURCELL FIRST NATL CONTRA,0072832002,ANCHORAGE,USA,AK,99503,995
,PURCELL FIRST NATL OUT-OF,0072832001,ANCHORAGE,USA,AK,99503,995
,PURCELL NRC LABOR REIMB,0072835001,ANCHORAGE,USA,AK,99501,995
,PURCELL TESORO COST REIMB,0072831001,KENAI,USA,AK,99611,996
,RIG DC2,0064444020,ANCHORAGE,USA,AK,99515,995
,SCF - GOTTLIEB BLDG - DENTAL,0053904003,ANCHORAGE,USA,AK,99508,995
,SCF ANC - QUAYANA CLUB HOUSE,0053904002,ANCHORAGE,USA,AK,99501,995
,SCF DENACOY PO23378,0072867006,ANCHORAGE,USA,AK,99515,995
,SCF DETOX CENTER - FOOD,0053904004,ANCHORAGE,USA,AK,99505,995
,SCF JNT 177 3010,0053904001,ANCHORAGE,USA,AK,99523,995
,SCHLUMBERGER EAST CAMP,0064444005,ANCHORAGE,USA,AK,99515,995
,SEARHC JANITORIAL OOS,0072848011,SITKA,USA,AK,99835,998
,SEARHC JNT OOS - REG,0072848012,SITKA,USA,AK,99835,998
,SEARHC MT. EDGE HSK YR3,0072848006,SITKA,USA,AK,99835,998
,SEARHC MT.EDGE FDS BOARD,0072848005,SITKA,USA,AK,99835,998
,SEARHC MT.EDGE FDS YR3,0072848001,SITKA,USA,AK,99835,998
,SEARHC MT.EDGE RETAIL YR3,0072848003,SITKA,USA,AK,99835,998
,SEC-ENI 100137 LABOR,0072865001,ANCHORAGE,USA,AK,99515,995
,SEC-ENI 100137 NONLABOR,0072865002,ANCHORAGE,USA,AK,99515,995
,SIS - APPLE STORE,0072890001,ANCHORAGE,USA,AK,99515,995
,SITKA COMM HOSPITAL RETAI,0072848004,SITKA,USA,AK,99835,998
,SITKA COMMUNITY HOSPITAL,0072848002,SITKA,USA,AK,99835,998
,SITKAVALLEYMEDICAL SEARHC,0072848007,SITKA,USA,AK,99835,998
,SOA OCS ANCHORAGE,0072868001,ANCHORAGE,USA,AK,99515,995
,SOA OCS FAIRBANKS,0072868003,ANCHORAGE,USA,AK,99515,995
,SOA OCS KENAI,0072868004,ANCHORAGE,USA,AK,99515,995
,SOA OCS WASILLA,0072868002,ANCHORAGE,USA,AK,99515,995
,SPY ISLAND DRILL SITE,0064444026,ANCHORAGE,USA,AK,99515,995
,ST. ELIAS JNT CONTRACT,0072836001,ANCHORAGE,USA,AK,99503,995
,SUKAKPAK SECBUS DRVR 2019,0072866001,ANCHORAGE,USA,AK,99515,995
,SYSCO DITOMASO JANITORIAL,0072849002,ANCHORAGE,USA,AK,99515,995
,SYSCO JAN WO# 0004-A,0072849001,ANCHORAGE,USA,AK,99515,995
,TEMP RIG CAMP 01.2018,0072837004,ANCHORAGE,USA,AK,99515,995
,TESORO CONTRACT - KLNG,0072831005,KENAI,USA,AK,99611,996
,TESORO CONTRACT - KPL,0072831003,KENAI,USA,AK,99611,996
,TESORO CONTRACT - REFINER,0072831002,KENAI,USA,AK,99611,996
,TESORO CONTRACT - TAR,0072831004,KENAI,USA,AK,99611,996
,TSAIA BILLABLE,0072797001,ANCHORAGE,USA,AK,99502,995
,TSAIA NON-BILL,0072797002,ANCHORAGE,USA,AK,99502,995
,TWR FAC - CA027H BILLABLE,0072768001,ANCHORAGE,USA,AK,99501,995
,TWR FAC - CA027H NON-BILL,0072768002,ANCHORAGE,USA,AK,99501,995
,TWR FAC - CA044H,0072768006,ANCHORAGE,USA,AK,99501,995
,TWR FAC - CA052H,0072768005,ANCHORAGE,USA,AK,99501,995
,TWR FAC - CA057H,0072768003,ANCHORAGE,USA,AK,99501,995
,TWR FAC - CA084H,0072768004,ANCHORAGE,USA,AK,99501,995
,TWR FAC - CA089H,0072768008,ANCHORAGE,USA,AK,99501,995
,TWR FAC - CA096H,0072768009,ANCHORAGE,USA,AK,99501,995
,TWR FAC - CA097H,0072768010,ANCHORAGE,USA,AK,99501,995
,TWR FAC - CAP15614,0072768007,ANCHORAGE,USA,AK,99501,995
,TWR FAC - CASPROJ,0072768011,ANCHORAGE,USA,AK,99501,995
,TWR SEC - CA027H BILLABLE,0072776001,ANCHORAGE,USA,AK,99501,995
,TWR SEC - CA027H NON-BILL,0072776002,ANCHORAGE,USA,AK,99501,995
,TWR SEC - CASPROJ,0072776004,ANCHORAGE,USA,AK,99501,995
,TWR SEC - CVVCOVID,0072776003,ANCHORAGE,USA,AK,99501,995
,TYONEK BILLABLE,0072761001,ANCHORAGE,USA,AK,99515,995
,TYONEK NON-BILL,0072761002,ANCHORAGE,USA,AK,99515,995
,UAA ADMIN,0072819016,ANCHORAGE,USA,AK,99508,995
,UAA ADMIN COFFEE SALES,0072819013,ANCHORAGE,USA,AK,99508,995
,UAA AKAIR ARENA REST.,0072819001,ANCHORAGE,USA,AK,99508,995
,UAA ARENA CONCESS/CATER,0072819002,ANCHORAGE,USA,AK,99508,995
,UAA ARENA CONCESS/CATER 130102,0053861004,ANCHORAGE,USA,AK,99508,995
,UAA BEAR NECESSITIES SALE,0072819012,ANCHORAGE,USA,AK,99508,995
,UAA CATERING CATERING,0072819008,ANCHORAGE,USA,AK,99508,995
,UAA CATERING SALES,0072819007,ANCHORAGE,USA,AK,99508,995
,UAA CREEKSIDE CATERING,0072819005,ANCHORAGE,USA,AK,99508,995
,UAA CREEKSIDE SALES,0072819004,ANCHORAGE,USA,AK,99508,995
,UAA CUDDY CENTER SALES,0072819006,ANCHORAGE,USA,AK,99508,995
,UAA DAILY GRIND SALES,0072819009,ANCHORAGE,USA,AK,99508,995
,UAA EAGLE RIVER COFFEE,0072819003,ANCHORAGE,USA,AK,99508,995
,UAA KALADI SALES,0072819014,ANCHORAGE,USA,AK,99508,995
,UAA SUBWAY SALES,0072819010,ANCHORAGE,USA,AK,99508,995
,UAA UNION BURGER,0072819015,ANCHORAGE,USA,AK,99508,995
,UAA UNION CAFE SALES,0072819011,ANCHORAGE,USA,AK,99508,995
,UAA WELLS FARGO ARENA,0072819017,ANCHORAGE,USA,AK,99508,995
,UNIV OF ALASKA-ANCHORAGE,0053862001,ANCHORAGE,USA,AK,99508,995
,UOT LABOR BR HAZ PT THOM,0072862004,ANCHORAGE,USA,AK,99515,995
,UPS ANCHORAGE COFFEE,0018412680,ANCHORAGE,USA,AK,99502,995
,VALLEY MOB CONTRACT,0072824001,PALMER,USA,AK,99645,996
,VBU - 131,0072783001,ANCHORAGE,USA,AK,99515,995
,VBU - 135,0072783003,ANCHORAGE,USA,AK,99515,995
,VBU - 135A,0072783004,ANCHORAGE,USA,AK,99515,995
,VBU - 136,0072783005,ANCHORAGE,USA,AK,99515,995
,VBU - 138,0072783006,ANCHORAGE,USA,AK,99515,995
,VBU - 139,0072783007,ANCHORAGE,USA,AK,99515,995
,VBU - 190T,0072783008,ANCHORAGE,USA,AK,99515,995
,VBU - 191,0072783009,ANCHORAGE,USA,AK,99515,995
,VBU - 192,0072783010,ANCHORAGE,USA,AK,99515,995
,VBU - 193,0072783011,ANCHORAGE,USA,AK,99515,995
,VBU - 194,0072783012,ANCHORAGE,USA,AK,99515,995
,VBU - CT1,0072783013,ANCHORAGE,USA,AK,99515,995
,VBU - TRAN,0072783014,ANCHORAGE,USA,AK,99515,995
,VBU NON-BILL,0072783002,ANCHORAGE,USA,AK,99515,995
,WELL REMEDIATO PT THOM,0072862003,ANCHORAGE,USA,AK,99515,995
,WEST CAMP BILLABLE,0072764001,ANCHORAGE,USA,AK,99515,995
,WEST CAMP NON-BILL,0072764002,ANCHORAGE,USA,AK,99515,995
,WORLEY AOH,0064444022,ANCHORAGE,USA,AK,99515,995
,WRANGELL CLINICS JNT,0072858001,SITKA,USA,AK,99835,998
,WRANGELL CLINICS OOS,0072858002,SITKA,USA,AK,99835,998
,WRANGELL MED CNT OOS-REG,0072856004,ANCHORAGE,USA,AK,99515,995
,WRANGELL MED CNTR EVS,0072856001,ANCHORAGE,USA,AK,99515,995
,WRANGELL MED CNTR EVS OOS,0072856005,ANCHORAGE,USA,AK,99515,995
,WRANGELL MED CNTR FDS,0072856002,ANCHORAGE,USA,AK,99515,995
,WRANGELL MED CTR RETAIL1,0072856003,ANCHORAGE,USA,AK,99515,995
,A VINCENT BROWN JR ATTORNEY AT,0066167037,BESSEMER,USA,AL,35020,350
,ADP BIRMINGHAM,0098835001,BIRMINGHAM,USA,AL,35242,352
,ADP BIRMINGHAM REPAIR,0098835082,BIRMINGHAM,USA,AL,35242,352
,ADP VESTEVIA HILLS ADMIN,0098960001,VESTAVIA,USA,AL,35243,352
,ADP VESTEVIA HILLS REPAIR,0098960082,VESTAVIA,USA,AL,35243,352
,AJAX TOCCO MAGNETHERMIC,0066166722,ALBERTVILLE,USA,AL,35950,359
,ALABAMA BRICK,0066166219,BIRMINGHAM,USA,AL,35234,352
,ALLEN SERV CO   CARRIER,0066166494,PELL CITY,USA,AL,35125,351
